Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
e;gravity_simulator.cpp;136;16.54201889038086;0-18;Random bit-flip;0
e;gravity_simulator.cpp;136;16.44144320487976;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;1.5791528224945068;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;8.586548089981079;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;6.231400012969971;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;5.210330009460449;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;11.327595710754395;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;16.347530841827393;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;10.886677980422974;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;9.64159631729126;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;9.602898120880127;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;8.651942253112793;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;5.49181056022644;0-18;Random bit-flip;0
e;gravity_simulator.cpp;136;3.9510114192962646;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;17.15095853805542;0-18;Random bit-flip;0
gravity_force_original;gravity_simulator.cpp;77;13.969277143478394;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;12.12441611289978;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;18.453681230545044;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;12.883479118347168;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;8.90661072731018;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;16.338414907455444;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;4.135035514831543;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;9.101879358291626;0-18;Random bit-flip;0
b;gravity_simulator.cpp;71;6.102430582046509;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;15.545437812805176;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;13.260799169540405;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;13.827795267105103;0-18;Random bit-flip;0
f;gravity_simulator.cpp;143;2.5068838596343994;0-18;Random bit-flip;0
e;gravity_simulator.cpp;136;1.9150116443634033;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;8.289628982543945;0-18;Random bit-flip;0
d;gravity_simulator.cpp;129;16.177368640899658;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;5.08115029335022;0-18;Random bit-flip;0
f;gravity_simulator.cpp;143;8.856382369995117;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;10.256131887435913;0-18;Random bit-flip;0
b;gravity_simulator.cpp;71;10.933936595916748;0-18;Random bit-flip;0
c;gravity_simulator.cpp;122;11.548040866851807;0-18;Random bit-flip;0
i;gravity_simulator.cpp;151;7.206722259521484;0-18;Random bit-flip;0
b;gravity_simulator.cpp;115;16.242221117019653;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;10.558353185653687;0-18;Random bit-flip;0
e;gravity_simulator.cpp;136;3.621295213699341;0-18;Random bit-flip;0
f;gravity_simulator.cpp;143;17.455430030822754;0-18;Random bit-flip;0
gravity_force_original;gravity_simulator.cpp;77;15.06909728050232;0-18;Random bit-flip;0
a;gravity_simulator.cpp;71;4.19980525970459;0-18;Random bit-flip;0
c;gravity_simulator.cpp;122;11.053808450698853;0-18;Random bit-flip;0
a;gravity_simulator.cpp;71;14.518977642059326;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;5.117046356201172;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;12.958741426467896;0-18;Random bit-flip;0
G;gravity_simulator.cpp;7;14.814821720123291;0-18;Random bit-flip;0
a;gravity_simulator.cpp;108;6.457786560058594;0-18;Random bit-flip;0
a;gravity_simulator.cpp;66;6.5550501346588135;0-18;Random bit-flip;1
a;gravity_simulator.cpp;66;16.289368629455566;0-18;Random bit-flip;1
sin_original;gravity_simulator.cpp;86;2.5846261978149414;0-18;Random bit-flip;1
b;gravity_simulator.cpp;71;11.49963927268982;0-18;Random bit-flip;1
G;gravity_simulator.cpp;7;7.995236396789551;0-18;Random bit-flip;1
gravity_force_original;gravity_simulator.cpp;77;8.981286764144897;0-18;Random bit-flip;1
b;gravity_simulator.cpp;61;16.706045150756836;0-18;Random bit-flip;1
x1;gravity_simulator.cpp;43;8.982650518417358;0-18;Random bit-flip;1
original;gravity_simulator.cpp;19;12.013314962387085;0-18;Random bit-flip;1
y1;gravity_simulator.cpp;45;16.633206367492676;0-18;Random bit-flip;1
gravity_force_original;gravity_simulator.cpp;77;6.172893524169922;0-18;Random bit-flip;1
G;gravity_simulator.cpp;7;15.803412675857544;0-18;Random bit-flip;1
sin_original;gravity_simulator.cpp;86;7.251421213150024;0-18;Random bit-flip;1
a;gravity_simulator.cpp;71;14.510661363601685;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;7.147846221923828;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;11.954483032226562;0-18;Zero bit-flip;0
y2;gravity_simulator.cpp;46;5.990069150924683;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;15.571154832839966;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;4.023088693618774;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;1.9035282135009766;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;11.218877077102661;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;12.109811067581177;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.8245575428009033;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.0150485038757324;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;12.253828525543213;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;7.314783334732056;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;71;7.218988656997681;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;13.697596311569214;0-18;Zero bit-flip;0
gravity_force_original;gravity_simulator.cpp;77;11.912554740905762;0-18;Zero bit-flip;0
d;gravity_simulator.cpp;129;12.606610536575317;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;11.205377101898193;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;16.258556127548218;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;7.322275161743164;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;108;4.740299463272095;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;3.1352412700653076;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;16.937934398651123;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.7410774230957031;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;16.340755224227905;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;71;5.9317405223846436;0-18;Zero bit-flip;0
c;gravity_simulator.cpp;122;13.591787099838257;0-18;Zero bit-flip;0
gravity_force_original;gravity_simulator.cpp;77;4.508347272872925;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;15.706075429916382;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;115;0.7459757328033447;0-18;Zero bit-flip;0
file;gravity_simulator.cpp;150;16.060632467269897;0-18;Zero bit-flip;0
file;gravity_simulator.cpp;150;9.19711971282959;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;0.8159291744232178;0-18;Zero bit-flip;0
sin_original;gravity_simulator.cpp;86;13.241550922393799;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;71;1.2417361736297607;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;115;12.447822332382202;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.959357261657715;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;71;8.15637469291687;0-18;Zero bit-flip;0
file;gravity_simulator.cpp;150;4.089539527893066;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;17.81356120109558;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;18.037384271621704;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;11.376761198043823;0-18;Zero bit-flip;0
d;gravity_simulator.cpp;129;15.754328966140747;0-18;Zero bit-flip;0
x1;gravity_simulator.cpp;43;15.01304817199707;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;8.362977266311646;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;16.515756845474243;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;7.548439264297485;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.499191761016846;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;115;16.55172109603882;0-18;Zero bit-flip;0
e;gravity_simulator.cpp;136;17.088967323303223;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;71;15.612161636352539;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.9161529541015625;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.8539953231811523;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;115;2.439286708831787;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;108;9.858287572860718;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;16.595736503601074;0-18;Zero bit-flip;0
d;gravity_simulator.cpp;129;13.054691791534424;0-18;Zero bit-flip;0
file;gravity_simulator.cpp;150;12.545481443405151;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.2761592864990234;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;12.92320704460144;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.3992249965667725;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;9.516771078109741;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;15.31174635887146;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;15.529149293899536;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;108;5.20425271987915;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;108;6.15862512588501;0-18;Zero bit-flip;0
c;gravity_simulator.cpp;122;15.496829271316528;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;9.076960563659668;0-18;Zero bit-flip;0
b;gravity_simulator.cpp;71;1.3389408588409424;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;8.428789138793945;0-18;Zero bit-flip;0
f;gravity_simulator.cpp;143;6.278127908706665;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;71;3.3284921646118164;0-18;Zero bit-flip;0
i;gravity_simulator.cpp;151;4.942511320114136;0-18;Zero bit-flip;0
a;gravity_simulator.cpp;71;5.199707984924316;0-18;Zero bit-flip;0
G;gravity_simulator.cpp;7;9.349453449249268;0-18;Zero bit-flip;0
c;gravity_simulator.cpp;122;11.602161645889282;0-18;Zero bit-flip;0
y1;gravity_simulator.cpp;45;12.102751970291138;0-18;Zero bit-flip;1
gravity_force_original;gravity_simulator.cpp;77;3.3585078716278076;0-18;Zero bit-flip;1
G;gravity_simulator.cpp;7;17.577588319778442;0-18;Zero bit-flip;1
cos_original;gravity_simulator.cpp;81;14.837549209594727;0-18;Zero bit-flip;1
gravity_force_original;gravity_simulator.cpp;77;14.733577251434326;0-18;Zero bit-flip;1
x1;gravity_simulator.cpp;43;4.9874560832977295;0-18;Zero bit-flip;1
b;gravity_simulator.cpp;71;7.707194089889526;0-18;Zero bit-flip;1
G;gravity_simulator.cpp;7;2.840329885482788;0-18;Zero bit-flip;1
cos_original;gravity_simulator.cpp;81;13.542319774627686;0-18;Zero bit-flip;1
b;gravity_simulator.cpp;61;12.970144033432007;0-18;Zero bit-flip;1
distanceBetween;gravity_simulator.cpp;73;8.060051918029785;0-18;Zero bit-flip;1
a;gravity_simulator.cpp;108;4.829716920852661;0-18;Zero bit-flip;1
gravity_force_original;gravity_simulator.cpp;77;7.86012864112854;0-18;Zero bit-flip;1
b;gravity_simulator.cpp;115;0.8982255458831787;0-18;Zero bit-flip;1
sin_original;gravity_simulator.cpp;86;6.438530206680298;0-18;Zero bit-flip;1
b;gravity_simulator.cpp;61;1.5520470142364502;0-18;Zero bit-flip;1
e;gravity_simulator.cpp;136;11.964314460754395;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;1.3109230995178223;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;13.751344680786133;0-18;Double bit-flip;0
b;gravity_simulator.cpp;115;0.9534592628479004;0-18;Double bit-flip;0
a;gravity_simulator.cpp;71;10.05544114112854;0-18;Double bit-flip;0
i;gravity_simulator.cpp;151;4.974116086959839;0-18;Double bit-flip;0
e;gravity_simulator.cpp;136;4.072768449783325;0-18;Double bit-flip;0
b;gravity_simulator.cpp;115;10.661765098571777;0-18;Double bit-flip;0
a;gravity_simulator.cpp;71;6.825034141540527;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;17.92440438270569;0-18;Double bit-flip;0
a;gravity_simulator.cpp;108;17.47288751602173;0-18;Double bit-flip;0
d;gravity_simulator.cpp;129;12.487152338027954;0-18;Double bit-flip;0
b;gravity_simulator.cpp;115;4.628298044204712;0-18;Double bit-flip;0
a;gravity_simulator.cpp;108;16.04268479347229;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;7.173801422119141;0-18;Double bit-flip;0
d;gravity_simulator.cpp;129;8.280123233795166;0-18;Double bit-flip;0
e;gravity_simulator.cpp;136;14.092355966567993;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;14.90532636642456;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;9.086132764816284;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;12.569722652435303;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;1.1734251976013184;0-18;Double bit-flip;0
i;gravity_simulator.cpp;151;17.911612272262573;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;5.017223358154297;0-18;Double bit-flip;0
d;gravity_simulator.cpp;129;10.975193977355957;0-18;Double bit-flip;0
file;gravity_simulator.cpp;150;16.19799566268921;0-18;Double bit-flip;0
i;gravity_simulator.cpp;151;7.755048036575317;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;4.783703565597534;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;18.490703344345093;0-18;Double bit-flip;0
e;gravity_simulator.cpp;136;11.134157180786133;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;4.345421075820923;0-18;Double bit-flip;0
a;gravity_simulator.cpp;108;7.616225481033325;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;7.676551580429077;0-18;Double bit-flip;0
a;gravity_simulator.cpp;108;1.1240906715393066;0-18;Double bit-flip;0
c;gravity_simulator.cpp;122;15.422661066055298;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;11.939028978347778;0-18;Double bit-flip;0
i;gravity_simulator.cpp;151;10.00845456123352;0-18;Double bit-flip;0
c;gravity_simulator.cpp;122;15.796243906021118;0-18;Double bit-flip;0
c;gravity_simulator.cpp;122;13.306186199188232;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;0.48598647117614746;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;7.64247465133667;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;4.309135913848877;0-18;Double bit-flip;0
e;gravity_simulator.cpp;136;6.524705410003662;0-18;Double bit-flip;0
d;gravity_simulator.cpp;129;17.536659955978394;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;9.789318561553955;0-18;Double bit-flip;0
a;gravity_simulator.cpp;71;10.811042547225952;0-18;Double bit-flip;0
i;gravity_simulator.cpp;151;10.858575105667114;0-18;Double bit-flip;0
d;gravity_simulator.cpp;129;10.96974515914917;0-18;Double bit-flip;0
c;gravity_simulator.cpp;122;2.46533203125;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;7.797019958496094;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;11.343186855316162;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;15.238399267196655;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;3.961383581161499;0-18;Double bit-flip;0
G;gravity_simulator.cpp;7;3.555936813354492;0-18;Double bit-flip;0
f;gravity_simulator.cpp;143;15.245546340942383;0-18;Double bit-flip;0
e;gravity_simulator.cpp;136;10.406063318252563;0-18;Double bit-flip;0
