Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
G;gravity_simulator.cpp;7;7.25107741355896;0-7;LSB bit-flip;0
G;gravity_simulator.cpp;7;4.80146861076355;0-7;LSB bit-flip;0
b;gravity_simulator.cpp;93;3.582615613937378;0-7;LSB bit-flip;0
a;gravity_simulator.cpp;57;4.287236928939819;0-7;LSB bit-flip;0
b;gravity_simulator.cpp;93;3.3283286094665527;0-7;LSB bit-flip;0
e;gravity_simulator.cpp;114;5.714861631393433;0-7;LSB bit-flip;0
G;gravity_simulator.cpp;7;7.3321545124053955;0-7;LSB bit-flip;0
f;gravity_simulator.cpp;121;6.237641334533691;0-7;LSB bit-flip;0
a;gravity_simulator.cpp;52;4.481127023696899;0-7;LSB bit-flip;0
G;gravity_simulator.cpp;7;6.297191858291626;0-7;LSB bit-flip;0
a;gravity_simulator.cpp;57;7.540037155151367;0-7;LSB bit-flip;0
G;gravity_simulator.cpp;7;5.462554931640625;0-7;LSB bit-flip;0
G;gravity_simulator.cpp;7;6.881112813949585;0-7;LSB bit-flip;0
i;gravity_simulator.cpp;129;2.4841558933258057;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.0508601665496826;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;3.791144609451294;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;2.2867422103881836;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.4533817768096924;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.6871225833892822;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;1.553349494934082;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;5.59578013420105;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;0.7263288497924805;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;6.8899900913238525;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;1.2382371425628662;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.9128777980804443;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;6.766685247421265;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.0524611473083496;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;6.3443286418914795;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;3.8604812622070312;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;1.9142093658447266;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;3.447434425354004;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;2.6369519233703613;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;1.404869794845581;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;5.376420736312866;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;1.3641881942749023;0-7;Random bit-flip;0
b;gravity_simulator.cpp;57;3.6770122051239014;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;4.249054431915283;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;0.522632360458374;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;5.547015190124512;0-7;Random bit-flip;0
a;gravity_simulator.cpp;86;1.4563367366790771;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;3.136418342590332;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;6.072284698486328;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;4.5089545249938965;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;3.1869473457336426;0-7;Random bit-flip;0
c;gravity_simulator.cpp;100;5.386188507080078;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;4.609232187271118;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;1.0900959968566895;0-7;Random bit-flip;0
c;gravity_simulator.cpp;100;3.8638339042663574;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;6.621232748031616;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;0.8480072021484375;0-7;Random bit-flip;0
b;gravity_simulator.cpp;57;2.3354055881500244;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;3.2155420780181885;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;3.5275580883026123;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;2.1379542350769043;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;4.76327657699585;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;3.9734725952148438;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;5.508016586303711;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;6.6678478717803955;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;4.886934757232666;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;1.2838056087493896;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.9659082889556885;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;5.536838054656982;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;6.034897804260254;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.674494504928589;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;6.355680465698242;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;4.733814477920532;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;3.0719752311706543;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;6.851133108139038;0-7;Random bit-flip;0
a;gravity_simulator.cpp;86;5.916386604309082;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;2.876897096633911;0-7;Random bit-flip;0
distanceBetween;gravity_simulator.cpp;58;3.0144846439361572;0-7;Random bit-flip;0
d;gravity_simulator.cpp;107;5.691472053527832;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;3.1500885486602783;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;4.440603733062744;0-7;Random bit-flip;0
b;gravity_simulator.cpp;57;4.120326042175293;0-7;Random bit-flip;0
i;gravity_simulator.cpp;129;4.0446295738220215;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;7.369974851608276;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;1.1438117027282715;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;5.6867759227752686;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;0.9407763481140137;0-7;Random bit-flip;0
c;gravity_simulator.cpp;100;1.9012279510498047;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;0.3850746154785156;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;0.7774672508239746;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;1.9673213958740234;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;3.899254560470581;0-7;Random bit-flip;0
a;gravity_simulator.cpp;86;0.4973716735839844;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;6.0516884326934814;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;4.589965581893921;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;2.347628116607666;0-7;Random bit-flip;0
b;gravity_simulator.cpp;57;3.8180365562438965;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;6.433496475219727;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;6.298448801040649;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;1.6745784282684326;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;4.137847900390625;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;4.615389347076416;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;4.681077480316162;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;5.184149265289307;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;4.564181089401245;0-7;Random bit-flip;0
f;gravity_simulator.cpp;121;1.5239291191101074;0-7;Random bit-flip;0
a;gravity_simulator.cpp;57;6.191249132156372;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;3.68491268157959;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;2.7371256351470947;0-7;Random bit-flip;0
file;gravity_simulator.cpp;128;2.9721741676330566;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;3.2610082626342773;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;6.292368412017822;0-7;Random bit-flip;0
e;gravity_simulator.cpp;114;3.111309289932251;0-7;Random bit-flip;0
b;gravity_simulator.cpp;57;5.285216569900513;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;6.375053644180298;0-7;Random bit-flip;0
G;gravity_simulator.cpp;7;5.112565755844116;0-7;Random bit-flip;0
gravity_force;gravity_simulator.cpp;62;0.9456019401550293;0-7;Random bit-flip;0
b;gravity_simulator.cpp;93;1.1505794525146484;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.4989721775054932;0-7;Zero bit-flip;0
i;gravity_simulator.cpp;129;3.948085308074951;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;1.1453230381011963;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;2.537465810775757;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;3.5713584423065186;0-7;Zero bit-flip;0
file;gravity_simulator.cpp;128;3.6461024284362793;0-7;Zero bit-flip;0
e;gravity_simulator.cpp;114;3.308279514312744;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;2.9761133193969727;0-7;Zero bit-flip;0
e;gravity_simulator.cpp;114;3.0315968990325928;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;4.44211483001709;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;4.7227678298950195;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.0161666870117188;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;4.858830451965332;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.696796417236328;0-7;Zero bit-flip;0
e;gravity_simulator.cpp;114;5.26695704460144;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.059016942977905;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.145961761474609;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;6.367426633834839;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;4.375836610794067;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;2.710951805114746;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;5.656242847442627;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;3.4063289165496826;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;3.0809342861175537;0-7;Zero bit-flip;0
i;gravity_simulator.cpp;129;2.571749448776245;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.7733981609344482;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;0.8394536972045898;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.498982191085815;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;4.691421747207642;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;3.730703353881836;0-7;Zero bit-flip;0
gravity_force;gravity_simulator.cpp;62;5.8971569538116455;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;3.7620208263397217;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.772742986679077;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.990170955657959;0-7;Zero bit-flip;0
gravity_force;gravity_simulator.cpp;62;1.6543786525726318;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.343450546264648;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.93598484992981;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.10413670539856;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.4341461658477783;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.303854703903198;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;4.051302194595337;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;3.225372314453125;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;0.8556208610534668;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;2.9184720516204834;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;2.716266632080078;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;93;1.6298298835754395;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;57;6.603834390640259;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.0869553089141846;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;6.106616020202637;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.77051043510437;0-7;Zero bit-flip;0
gravity_force;gravity_simulator.cpp;62;3.0301032066345215;0-7;Zero bit-flip;0
d;gravity_simulator.cpp;107;1.998906135559082;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;2.9156227111816406;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;2.016540050506592;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;2.8862533569335938;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;3.0108816623687744;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;3.3364903926849365;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.7862069606781006;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;7.532340049743652;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;2.4598042964935303;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.812898397445679;0-7;Zero bit-flip;0
d;gravity_simulator.cpp;107;1.6692211627960205;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;3.5875751972198486;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;5.332927465438843;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;6.405812978744507;0-7;Zero bit-flip;0
file;gravity_simulator.cpp;128;0.4415569305419922;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.4898457527160645;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;93;5.529701471328735;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.6404571533203125;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;6.342284917831421;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;0.9208638668060303;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.192549705505371;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.426650285720825;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;57;5.316966533660889;0-7;Zero bit-flip;0
file;gravity_simulator.cpp;128;2.1882715225219727;0-7;Zero bit-flip;0
e;gravity_simulator.cpp;114;6.075545787811279;0-7;Zero bit-flip;0
y2;gravity_simulator.cpp;32;6.9754133224487305;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;6.522141933441162;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;93;1.864393711090088;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.030156850814819;0-7;Zero bit-flip;0
gravity_force;gravity_simulator.cpp;62;1.541409969329834;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.202510356903076;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;5.217148065567017;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;4.733496189117432;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;6.855327129364014;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;5.4965410232543945;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;6.190895318984985;0-7;Zero bit-flip;0
i;gravity_simulator.cpp;129;0.6126742362976074;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.3370108604431152;0-7;Zero bit-flip;0
i;gravity_simulator.cpp;129;7.113743305206299;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;86;2.6091065406799316;0-7;Zero bit-flip;0
i;gravity_simulator.cpp;129;3.3859670162200928;0-7;Zero bit-flip;0
a;gravity_simulator.cpp;57;0.8126745223999023;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;4.200750350952148;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.755177021026611;0-7;Zero bit-flip;0
f;gravity_simulator.cpp;121;6.835637807846069;0-7;Zero bit-flip;0
b;gravity_simulator.cpp;57;2.536670684814453;0-7;Zero bit-flip;0
y1;gravity_simulator.cpp;31;2.5687220096588135;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;2.924671173095703;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;6.984318256378174;0-7;Zero bit-flip;0
d;gravity_simulator.cpp;107;6.706982135772705;0-7;Zero bit-flip;0
e;gravity_simulator.cpp;114;1.4959125518798828;0-7;Zero bit-flip;0
gravity_force;gravity_simulator.cpp;62;4.521391868591309;0-7;Zero bit-flip;0
G;gravity_simulator.cpp;7;1.0663337707519531;0-7;Zero bit-flip;0
c;gravity_simulator.cpp;100;5.218769073486328;0-7;Zero bit-flip;0
d;gravity_simulator.cpp;107;0.9525442123413086;0-7;Double bit-flip;0
d;gravity_simulator.cpp;107;2.9080376625061035;0-7;Double bit-flip;0
a;gravity_simulator.cpp;57;1.3736090660095215;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.7576336860656738;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;3.151618242263794;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;3.820855140686035;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;5.102641582489014;0-7;Double bit-flip;0
a;gravity_simulator.cpp;86;0.3334519863128662;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;6.553910970687866;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;0.6010875701904297;0-7;Double bit-flip;0
e;gravity_simulator.cpp;114;7.39893913269043;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.1297006607055664;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;4.836399793624878;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;2.3366167545318604;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;5.693481206893921;0-7;Double bit-flip;0
a;gravity_simulator.cpp;86;2.716491222381592;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;3.9621715545654297;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;6.3843255043029785;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;4.409380674362183;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;2.1542694568634033;0-7;Double bit-flip;0
i;gravity_simulator.cpp;129;4.539505243301392;0-7;Double bit-flip;0
a;gravity_simulator.cpp;86;5.247490167617798;0-7;Double bit-flip;0
file;gravity_simulator.cpp;128;2.323233127593994;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.0060722827911377;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;2.6074750423431396;0-7;Double bit-flip;0
a;gravity_simulator.cpp;86;0.9903807640075684;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;4.369717597961426;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;4.085338354110718;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.4439096450805664;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;1.9253568649291992;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;6.860381841659546;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;5.768038988113403;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;7.44402813911438;0-7;Double bit-flip;0
file;gravity_simulator.cpp;128;1.9225571155548096;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;4.126002788543701;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;3.4167699813842773;0-7;Double bit-flip;0
b;gravity_simulator.cpp;57;0.9763410091400146;0-7;Double bit-flip;0
i;gravity_simulator.cpp;129;1.5178470611572266;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;4.857537508010864;0-7;Double bit-flip;0
a;gravity_simulator.cpp;57;2.4158413410186768;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;2.020420551300049;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;2.9661340713500977;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.702681064605713;0-7;Double bit-flip;0
c;gravity_simulator.cpp;100;6.494527101516724;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.7176539897918701;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;1.8224620819091797;0-7;Double bit-flip;0
a;gravity_simulator.cpp;57;1.9054899215698242;0-7;Double bit-flip;0
b;gravity_simulator.cpp;93;6.7197911739349365;0-7;Double bit-flip;0
G;gravity_simulator.cpp;7;1.7661163806915283;0-7;Double bit-flip;0
f;gravity_simulator.cpp;121;4.8423802852630615;0-7;Double bit-flip;0
e;gravity_simulator.cpp;114;7.5126707553863525;0-7;Double bit-flip;0
f;gravity_simulator.cpp;121;3.913860321044922;0-7;Double bit-flip;0
a;gravity_simulator.cpp;86;6.474185943603516;0-7;Double bit-flip;0
gravity_force;gravity_simulator.cpp;62;1.6469058990478516;0-7;Double bit-flip;0
b;gravity_simulator.cpp;57;3.7129082679748535;0-7;Double bit-flip;0
